dt,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Price,istest,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
2015-04-20,100.82,7.75,24800.0,0.0,5350.0,245.0,11830.0,11050.0,11716.0,50.0,285.5,5200.0,58.5,27450.0,27950.0,241.0,238.0,265.0,28000.0,258.0,4400.0,90000.0,15100.0,10613.0,425.0,39.5,5700.0,525.0,10350.0,10555.0,4800.0,260.0,15800.0,1250.0,2175.0,13250.0,90.0,3200.0,249.5,12109.0,5550.0,490.0,19400.0,16566.0,267.0,322.5,16993.0,4941.0,3850.0,0.0,312.0,0.0,18353.0,297.5,3601.0,2322.0,1267.0,23.0,64.0,101.0,77.0,125.5
2015-04-27,100.82,7.75,24700.0,0.0,5350.0,250.0,11083.0,11091.0,11035.0,54.0,285.5,5200.0,61.0,27450.0,27950.0,248.0,243.0,270.0,28000.0,258.0,4400.0,90000.0,15100.0,10456.0,425.0,42.0,5700.0,525.0,10350.0,10066.0,4800.0,264.0,15800.0,1250.0,2175.0,13250.0,88.0,3200.0,249.5,11705.0,5550.0,490.0,19400.0,16566.0,274.0,322.5,16993.0,4941.0,3850.0,0.0,312.0,0.0,18353.0,297.5,3601.0,2322.0,1267.0,23.0,64.0,101.0,77.0,125.5
2015-05-04,100.82,7.75,24300.0,0.0,5350.0,251.0,10714.0,11167.0,10865.0,58.0,285.5,5200.0,62.5,27450.0,27950.0,249.0,244.0,265.0,28000.0,258.0,4400.0,90000.0,15100.0,9996.0,425.0,43.5,5700.0,525.0,10350.0,9758.0,4800.0,263.0,15800.0,1250.0,2175.0,13250.0,86.0,3200.0,249.5,10970.0,5550.0,490.0,19400.0,16566.0,276.0,322.5,16993.0,4925.0,3850.0,0.0,312.0,0.0,18353.0,297.5,3376.0,2192.0,1051.0,23.0,64.0,101.0,77.0,125.5
2015-05-11,100.82,7.75,23900.0,0.0,5250.0,259.0,10558.0,11270.0,10463.0,60.0,285.5,5200.0,64.0,27450.0,27950.0,257.0,252.0,263.0,28000.0,260.0,4400.0,90000.0,15100.0,9371.0,425.0,45.0,5700.0,525.0,9900.0,9432.0,4800.0,270.0,15800.0,1250.0,1750.0,12750.0,82.0,2600.0,249.5,10589.0,5550.0,490.0,19400.0,16566.0,285.0,322.5,16993.0,4925.0,3850.0,0.0,312.0,0.0,18353.0,297.5,3376.0,2192.0,1051.0,23.0,64.0,101.0,77.0,125.5
2015-05-18,100.82,7.75,24000.0,0.0,5250.0,265.0,10269.0,10723.0,10454.0,62.0,285.5,5200.0,65.0,27450.0,27950.0,264.0,255.0,263.0,28000.0,265.0,4400.0,90000.0,15100.0,9234.0,425.0,46.0,5700.0,525.0,9900.0,9386.0,4800.0,270.0,15800.0,1250.0,1750.0,12750.0,82.0,2600.0,249.5,10539.0,5550.0,490.0,19400.0,16566.0,288.0,322.5,16993.0,4925.0,3850.0,0.0,312.0,0.0,18353.0,297.5,3376.0,2192.0,1051.0,23.0,64.0,101.0,77.0,125.5
2015-05-25,100.82,7.75,23700.0,0.0,5250.0,263.0,10042.0,9744.0,10315.0,59.0,285.5,5200.0,64.0,27450.0,27950.0,262.0,250.0,265.0,28000.0,265.0,4400.0,90000.0,15100.0,8990.0,425.0,45.0,5700.0,525.0,9900.0,9290.0,4800.0,272.0,15800.0,1250.0,1750.0,12750.0,81.0,2600.0,249.5,10383.0,5550.0,490.0,19400.0,16566.0,283.0,322.5,16993.0,4925.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2594.0,2192.0,1051.0,23.0,64.0,101.0,77.0,125.5
2015-06-01,100.82,7.75,23500.0,0.0,5250.0,262.0,10075.0,9586.0,10333.0,62.0,285.5,5200.0,65.5,27450.0,27950.0,258.0,245.0,265.0,28000.0,265.0,4400.0,90000.0,15100.0,8704.0,425.0,46.5,5700.0,525.0,9900.0,9299.0,4800.0,270.0,15800.0,1250.0,1750.0,12750.0,82.0,2600.0,249.5,10210.0,5550.0,490.0,19400.0,16566.0,280.0,322.5,16993.0,4925.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2594.0,1772.0,1170.0,22.0,64.0,101.0,77.0,125.5
2015-06-08,100.82,7.75,23800.0,0.0,5150.0,261.0,10485.0,9540.0,10268.0,64.0,285.5,5000.0,66.5,27450.0,27950.0,258.0,239.0,265.0,28000.0,265.0,4250.0,90000.0,15100.0,8833.0,425.0,47.5,5550.0,525.0,9400.0,9318.0,4800.0,272.0,15800.0,1250.0,1950.0,13000.0,83.0,2760.0,249.5,10158.0,5400.0,490.0,19400.0,16566.0,279.0,322.5,16993.0,4838.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2594.0,1772.0,1170.0,22.0,64.0,101.0,77.0,125.5
2015-06-15,100.82,7.75,24400.0,0.0,5150.0,261.0,10468.0,8646.0,10225.0,65.0,285.5,5000.0,69.0,27450.0,27950.0,258.0,242.0,265.0,28000.0,270.0,4250.0,90000.0,15100.0,8812.0,425.0,50.0,5550.0,525.0,9400.0,9319.0,4800.0,271.0,15800.0,1250.0,1950.0,13000.0,85.0,2760.0,249.5,10156.0,5400.0,490.0,19400.0,16566.0,279.0,322.5,16993.0,4838.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2594.0,1772.0,1170.0,22.0,64.0,101.0,77.0,125.5
2015-06-22,100.82,7.75,25000.0,0.0,5150.0,257.0,10488.0,8816.0,10232.0,62.0,285.5,5000.0,66.0,27450.0,27950.0,255.0,239.0,265.0,28000.0,270.0,4250.0,90000.0,15100.0,8867.0,425.0,47.0,5550.0,525.0,9400.0,9334.0,4800.0,268.0,15800.0,1250.0,1950.0,13000.0,87.0,2760.0,249.5,10122.0,5400.0,490.0,19400.0,16566.0,273.0,322.5,16993.0,4838.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2594.0,1772.0,1170.0,22.0,64.0,101.0,77.0,125.5
2015-06-29,100.82,7.75,25300.0,0.0,5150.0,237.0,10482.0,8801.0,10245.0,61.0,285.5,5000.0,64.5,27450.0,27950.0,236.0,229.0,265.0,28000.0,270.0,4250.0,90000.0,15100.0,8818.0,425.0,45.5,5550.0,525.0,9400.0,9432.0,4800.0,266.0,15800.0,1250.0,1950.0,13000.0,88.0,2760.0,249.5,10099.0,5400.0,490.0,19400.0,16566.0,266.0,322.5,16993.0,4838.0,3850.0,0.0,312.0,0.0,18353.0,297.5,2756.0,1991.0,1180.0,22.0,64.0,101.0,77.0,125.5
2015-07-06,100.82,7.75,25500.0,0.0,4150.0,224.0,10605.0,8805.0,10417.0,58.0,285.5,4000.0,63.5,27450.0,27950.0,225.0,223.0,265.0,28000.0,248.0,3300.0,90000.0,15100.0,8877.0,425.0,44.5,4550.0,525.0,9050.0,9599.0,4500.0,259.0,15800.0,1180.0,2125.0,13000.0,87.0,3025.0,249.5,10115.0,4400.0,490.0,19400.0,16566.0,252.0,322.5,16993.0,4108.0,3525.0,0.0,312.0,0.0,18353.0,297.5,2756.0,1991.0,1180.0,22.0,64.0,101.0,77.0,125.5
2015-07-13,100.82,7.75,25500.0,0.0,4150.0,219.0,10791.0,8907.0,10682.0,49.0,285.5,4000.0,57.5,27450.0,27950.0,213.0,212.0,265.0,28000.0,248.0,3300.0,90000.0,15100.0,8963.0,425.0,38.5,4550.0,525.0,9050.0,9943.0,4500.0,255.0,15800.0,1180.0,2125.0,13000.0,87.0,3025.0,249.5,10072.0,4400.0,490.0,19400.0,16566.0,240.0,322.5,16993.0,4108.0,3525.0,0.0,312.0,0.0,18353.0,297.5,2756.0,1991.0,1180.0,22.0,64.0,101.0,77.0,125.5
2015-07-20,100.82,7.75,25400.0,0.0,4150.0,201.0,10867.0,8745.0,10880.0,50.0,285.5,4000.0,58.0,27450.0,27950.0,201.0,194.0,265.0,28000.0,231.0,3300.0,90000.0,15100.0,8993.0,425.0,39.0,4550.0,525.0,9050.0,10141.0,4500.0,245.0,15800.0,1180.0,2125.0,13000.0,84.0,3025.0,249.5,10014.0,4400.0,490.0,19400.0,16566.0,225.0,322.5,16993.0,4108.0,3525.0,0.0,312.0,0.0,18353.0,297.5,2756.0,1991.0,1180.0,22.0,64.0,101.0,77.0,125.5
2015-07-27,100.82,7.75,25200.0,0.0,4150.0,201.0,10996.0,8646.0,10883.0,52.0,285.5,4000.0,59.0,27450.0,27950.0,201.0,203.0,265.0,28000.0,225.0,3300.0,90000.0,15100.0,8939.0,425.0,40.0,4550.0,525.0,9050.0,10141.0,4500.0,245.0,15800.0,1180.0,2125.0,13000.0,80.0,3025.0,249.5,10013.0,4400.0,490.0,19400.0,16566.0,227.0,322.5,16993.0,4108.0,3525.0,0.0,312.0,0.0,18353.0,297.5,3008.0,2144.0,1093.0,21.0,64.0,101.0,77.0,125.5
2015-08-03,100.82,7.75,25000.0,0.0,4150.0,208.0,11068.0,8896.0,10838.0,54.0,285.5,4000.0,61.5,27450.0,27950.0,205.0,208.0,265.0,28000.0,218.0,3300.0,90000.0,15100.0,8830.0,425.0,42.5,4550.0,525.0,9050.0,10143.0,4500.0,240.0,15800.0,1180.0,1900.0,13000.0,79.0,2750.0,249.5,9974.0,4400.0,490.0,19400.0,16566.0,233.0,322.5,16993.0,4108.0,3525.0,0.0,312.0,0.0,18353.0,297.5,3008.0,2144.0,1093.0,21.0,64.0,101.0,77.0,125.5
2015-08-10,100.82,7.75,24700.0,0.0,4150.0,215.0,11059.0,8990.0,10840.0,56.0,285.5,4000.0,63.5,27450.0,27950.0,211.0,208.0,255.0,28000.0,218.0,3300.0,90000.0,15100.0,8770.0,425.0,43.5,4550.0,525.0,8800.0,10087.0,4200.0,245.0,15800.0,1155.0,1900.0,13000.0,83.0,2750.0,249.5,9934.0,4400.0,490.0,19400.0,16566.0,240.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,3008.0,2144.0,1093.0,21.0,64.0,101.0,77.0,125.5
2015-08-17,100.82,7.75,24400.0,0.0,4150.0,211.0,11078.0,9007.0,10823.0,56.0,285.5,4000.0,63.5,27450.0,27950.0,215.0,212.0,255.0,28000.0,220.0,3300.0,90000.0,15100.0,8755.0,425.0,43.5,4550.0,525.0,8800.0,10106.0,4200.0,245.0,15800.0,1155.0,1900.0,13000.0,83.0,2750.0,249.5,9960.0,4400.0,490.0,19400.0,16566.0,243.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,3008.0,2144.0,1093.0,21.0,64.0,101.0,77.0,125.5
2015-08-24,100.82,7.75,24100.0,0.0,4150.0,204.0,11010.0,8863.0,10853.0,56.0,285.5,4000.0,63.5,27450.0,27950.0,210.0,212.0,250.0,28000.0,220.0,3300.0,90000.0,15100.0,8795.0,425.0,43.5,4550.0,525.0,8800.0,10137.0,4200.0,240.0,15800.0,1155.0,1900.0,13000.0,81.0,2750.0,249.5,9953.0,4400.0,490.0,19400.0,16566.0,236.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,3008.0,2144.0,1093.0,21.0,64.0,101.0,77.0,125.5
2015-08-31,100.82,7.75,24100.0,0.0,4150.0,211.0,11044.0,9086.0,10841.0,54.0,285.5,4000.0,62.5,27450.0,27950.0,215.0,207.0,248.0,28000.0,220.0,3300.0,90000.0,15100.0,8862.0,425.0,42.0,4550.0,525.0,8800.0,10178.0,4200.0,235.0,15800.0,1155.0,1900.0,13000.0,81.0,2750.0,249.5,10004.0,4400.0,490.0,19400.0,16566.0,231.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,2745.0,1910.0,1098.0,21.0,64.0,101.0,77.0,125.5
2015-09-07,100.82,7.75,23900.0,0.0,4150.0,201.0,11159.0,9299.0,10961.0,56.0,285.5,4000.0,63.5,27450.0,27950.0,200.0,202.0,236.0,28000.0,210.0,3300.0,90000.0,15100.0,8939.0,425.0,43.0,4550.0,525.0,8800.0,10233.0,4200.0,230.0,15800.0,1155.0,2000.0,14000.0,81.0,2900.0,249.5,10232.0,4400.0,490.0,19400.0,16566.0,220.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,2745.0,1910.0,1098.0,21.0,64.0,101.0,77.0,125.5
2015-09-14,100.82,7.75,24200.0,0.0,4150.0,184.0,11210.0,9282.0,10946.0,58.0,285.5,4000.0,64.5,27450.0,27950.0,189.0,183.0,236.0,28000.0,205.0,3300.0,90000.0,15100.0,8923.0,425.0,44.0,4550.0,525.0,8800.0,10212.0,4200.0,210.0,15800.0,1155.0,2000.0,14000.0,81.0,2900.0,249.5,10374.0,4400.0,490.0,19400.0,16566.0,206.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,2745.0,1910.0,1098.0,21.0,64.0,101.0,77.0,125.5
2015-09-21,100.82,7.75,24200.0,0.0,4150.0,180.0,11237.0,9206.0,10949.0,57.0,285.5,4000.0,64.0,27450.0,27950.0,188.0,181.0,236.0,28000.0,205.0,3300.0,90000.0,15100.0,8887.0,425.0,43.0,4550.0,525.0,8800.0,10201.0,4200.0,210.0,15800.0,1155.0,2000.0,14000.0,81.0,2900.0,249.5,10411.0,4400.0,490.0,19400.0,16566.0,202.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,2745.0,1910.0,1098.0,21.0,64.0,101.0,77.0,125.5
2015-09-28,100.82,7.75,24000.0,0.0,4150.0,170.0,11367.0,9585.0,10718.0,57.0,285.5,4000.0,64.0,27450.0,27950.0,178.0,172.0,231.0,28000.0,198.0,3300.0,90000.0,15100.0,8969.0,425.0,43.0,4550.0,525.0,8800.0,10024.0,4200.0,205.0,15800.0,1155.0,2000.0,14000.0,80.0,2900.0,249.5,10458.0,4400.0,490.0,19400.0,16566.0,194.0,322.5,16993.0,4001.0,3300.0,0.0,312.0,0.0,18353.0,297.5,2949.0,2018.0,1107.0,22.0,64.0,101.0,77.0,125.5
